Wall time,Step,Value
1575492095.853719,0,0.6316105723381042
1575492095.883172,1,0.573441207408905
1575492095.889262,2,0.6391175389289856
1575492095.969766,3,0.6239911913871765
1575492095.992106,4,0.6603164076805115
1575492095.998154,5,0.630098283290863
1575492096.075453,6,0.6077785491943359
1575492096.097516,7,0.6020868420600891
1575492096.103824,8,0.6272106170654297
1575492096.182693,9,0.6481438875198364
1575492096.2038689,10,0.6351708173751831
1575492096.2106209,11,0.5812698006629944
1575492096.289813,12,0.5849670171737671
1575492096.311656,13,0.6025689840316772
1575492096.3182049,14,0.631382942199707
1575492096.399507,15,0.6159961819648743
1575492096.421825,16,0.6523920893669128
1575492096.42882,17,0.5632661581039429
1575492096.513552,18,0.6378419399261475
1575492096.536205,19,0.61302250623703
1575492096.542619,20,0.6337795257568359
1575492096.623907,21,0.608958899974823
1575492096.6473532,22,0.6295801401138306
1575492096.653671,23,0.6380099654197693
1575492096.735522,24,0.5957381725311279
1575492096.759352,25,0.5967667102813721
1575492096.766431,26,0.6418537497520447
1575492096.84906,27,0.5541501641273499
1575492096.872098,28,0.606803834438324
1575492096.8793979,29,0.6057758927345276
1575492096.962647,30,0.60662841796875
1575492096.985503,31,0.6020706295967102
1575492096.992268,32,0.6213303804397583
1575492097.074112,33,0.612589955329895
1575492097.0968142,34,0.5718843340873718
1575492097.103616,35,0.6486690640449524
1575492097.1838222,36,0.6306706666946411
1575492097.206665,37,0.6049772500991821
1575492097.213141,38,0.5752074122428894
1575492097.292299,39,0.5673475861549377
1575492097.314566,40,0.6503639221191406
1575492097.321525,41,0.6311690211296082
1575492097.40151,42,0.5991369485855103
1575492097.4235039,43,0.6743964552879333
1575492097.429904,44,0.5915024280548096
1575492097.512494,45,0.5872260928153992
1575492097.535417,46,0.642314076423645
1575492097.542318,47,0.594275712966919
1575492097.6244721,48,0.6208294034004211
1575492097.649332,49,0.6136974096298218
1575492097.65759,50,0.5596457719802856
1575492097.741479,51,0.5973325967788696
1575492097.765375,52,0.6240644454956055
1575492097.772141,53,0.5920730233192444
1575492097.853472,54,0.6219568848609924
1575492097.877586,55,0.5913860201835632
1575492097.884019,56,0.5852065682411194
1575492097.967028,57,0.5892488956451416
1575492097.9925,58,0.5849103927612305
1575492097.999684,59,0.614419162273407
1575492098.084199,60,0.6250260472297668
1575492098.1072671,61,0.609849214553833
1575492098.1144161,62,0.5546457767486572
1575492098.196416,63,0.6157736778259277
1575492098.218805,64,0.5806164145469666
1575492098.225845,65,0.594170093536377
1575492098.3053288,66,0.5439213514328003
1575492098.329428,67,0.5986944437026978
1575492098.336364,68,0.6418017745018005
1575492098.416167,69,0.537229061126709
1575492098.439265,70,0.6544350981712341
1575492098.446667,71,0.6187596321105957
1575492098.526093,72,0.5911368131637573
1575492098.548098,73,0.6055416464805603
1575492098.5551229,74,0.5570816397666931
1575492098.631316,75,0.5914402008056641
1575492098.65419,76,0.591372013092041
1575492098.661202,77,0.6112841367721558
1575492098.738946,78,0.6079069375991821
1575492098.761176,79,0.5867168307304382
1575492098.768168,80,0.5954985022544861
1575492098.852704,81,0.6472566723823547
1575492098.8751209,82,0.5750612020492554
1575492098.882106,83,0.5731655359268188
1575492098.959967,84,0.5775160789489746
1575492098.981994,85,0.5565915107727051
1575492098.988566,86,0.6071781516075134
1575492099.066746,87,0.6277669072151184
1575492099.089752,88,0.6018056273460388
1575492099.097207,89,0.5495177507400513
1575492099.1784399,90,0.5851293802261353
1575492099.201174,91,0.5747723579406738
1575492099.20838,92,0.5652837753295898
1575492099.287512,93,0.5885598063468933
1575492099.3097339,94,0.6071153879165649
1575492099.316187,95,0.5350065231323242
1575492099.397245,96,0.6008588075637817
1575492099.4202821,97,0.5734983682632446
1575492099.427317,98,0.6435423493385315
1575492099.506449,99,0.5986440181732178
1575492099.530467,100,0.5801289677619934
1575492099.537185,101,0.6165422201156616
1575492099.614662,102,0.5631712675094604
1575492099.637457,103,0.5914857387542725
1575492099.644119,104,0.6202154159545898
1575492099.721979,105,0.6163951754570007
1575492099.7450209,106,0.6347836852073669
1575492099.751772,107,0.5519881248474121
1575492099.832711,108,0.6083384156227112
1575492099.856107,109,0.5884571671485901
1575492099.863158,110,0.5523760318756104
1575492099.945268,111,0.6380525231361389
1575492099.968419,112,0.6014171242713928
1575492099.974874,113,0.536098837852478
1575492100.0563,114,0.5587289333343506
1575492100.0792499,115,0.6039726138114929
1575492100.085973,116,0.5971798300743103
1575492100.166191,117,0.580244779586792
1575492100.189209,118,0.590406596660614
1575492100.1968389,119,0.6913270950317383
1575492100.280075,120,0.5524672865867615
1575492100.303061,121,0.6035871505737305
1575492100.309772,122,0.6223710775375366
1575492100.392072,123,0.575596809387207
1575492100.414429,124,0.5829146504402161
1575492100.4217448,125,0.5642558932304382
1575492100.502451,126,0.6238505840301514
1575492100.524826,127,0.6041010022163391
1575492100.531811,128,0.5184527039527893
1575492100.611923,129,0.6200504899024963
1575492100.635197,130,0.6157109141349792
1575492100.6422122,131,0.5353971123695374
1575492100.720729,132,0.5630017518997192
1575492100.742931,133,0.6132225394248962
1575492100.7498639,134,0.5875598788261414
1575492100.8298619,135,0.5788425207138062
1575492100.854634,136,0.5857551693916321
1575492100.862158,137,0.6388859748840332
1575492100.942299,138,0.5626688003540039
1575492100.964976,139,0.49755212664604187
1575492100.971551,140,0.700427770614624
1575492101.0524402,141,0.5679208040237427
1575492101.076417,142,0.5955809354782104
1575492101.0830588,143,0.657007098197937
1575492101.1678689,144,0.6379371881484985
1575492101.190619,145,0.5708541870117188
1575492101.197703,146,0.6048172116279602
1575492101.2824588,147,0.5825884342193604
1575492101.3059468,148,0.6126992702484131
1575492101.3127658,149,0.6283137202262878
