Wall time,Step,Value
1575513064.8841841,0,0.5905953049659729
1575513064.952936,1,0.5592480301856995
1575513064.965787,2,0.5645297765731812
1575513065.0951302,3,0.5174777507781982
1575513065.123976,4,0.5899035334587097
1575513065.13096,5,0.45311057567596436
1575513065.2190049,6,0.4922049045562744
1575513065.2445,7,0.5733957886695862
1575513065.251373,8,0.501807451248169
1575513065.333971,9,0.5469297766685486
1575513065.357088,10,0.5794836282730103
1575513065.3633862,11,0.4203294515609741
1575513065.4430988,12,0.4820045828819275
1575513065.4673548,13,0.5584216117858887
1575513065.473502,14,0.5726419687271118
1575513065.5606122,15,0.48519569635391235
1575513065.5845592,16,0.591840922832489
1575513065.59085,17,0.5544689297676086
1575513065.67637,18,0.5622502565383911
1575513065.699584,19,0.48761186003685
1575513065.7058601,20,0.5147374272346497
1575513065.795445,21,0.5196366310119629
1575513065.8202162,22,0.5035461783409119
1575513065.8266182,23,0.7045929431915283
1575513065.91083,24,0.5379168391227722
1575513065.935564,25,0.5418065190315247
1575513065.941791,26,0.4930610954761505
1575513066.0337658,27,0.5133755207061768
1575513066.061067,28,0.56289142370224
1575513066.0685241,29,0.5235266089439392
1575513066.1718988,30,0.5373876094818115
1575513066.199309,31,0.5193797945976257
1575513066.2066612,32,0.5405877828598022
1575513066.293217,33,0.5150977373123169
1575513066.319723,34,0.5085018873214722
1575513066.3265789,35,0.5828120708465576
1575513066.419622,36,0.5288835167884827
1575513066.444253,37,0.4742141664028168
1575513066.4523678,38,0.5872373580932617
1575513066.539917,39,0.5527918338775635
1575513066.564767,40,0.5112204551696777
1575513066.571446,41,0.5909502506256104
1575513066.6704519,42,0.46249982714653015
1575513066.698865,43,0.5052793622016907
1575513066.7055528,44,0.5498009324073792
1575513066.79749,45,0.4692632257938385
1575513066.821841,46,0.5802747011184692
1575513066.829359,47,0.5657238364219666
1575513066.9241312,48,0.4531063139438629
1575513066.9532318,49,0.5931872129440308
1575513066.960563,50,0.5587805509567261
1575513067.059083,51,0.5201126933097839
1575513067.084817,52,0.5625554323196411
1575513067.091608,53,0.4329633414745331
1575513067.187813,54,0.5964829921722412
1575513067.21431,55,0.42217591404914856
1575513067.221876,56,0.5462905168533325
1575513067.331615,57,0.5664394497871399
1575513067.360171,58,0.5119885802268982
1575513067.3670452,59,0.5244465470314026
1575513067.4655879,60,0.5019055008888245
1575513067.491606,61,0.4675910174846649
1575513067.499251,62,0.561135470867157
1575513067.5917141,63,0.5138316750526428
1575513067.617682,64,0.532503068447113
1575513067.625049,65,0.5092122554779053
1575513067.7201622,66,0.5479878783226013
1575513067.751678,67,0.48571139574050903
1575513067.7608519,68,0.49066993594169617
1575513067.865031,69,0.437589555978775
1575513067.8919418,70,0.5397665500640869
1575513067.898587,71,0.5446904897689819
1575513067.991206,72,0.5304826498031616
1575513068.018134,73,0.4890208840370178
1575513068.0252779,74,0.4934798777103424
1575513068.12259,75,0.4990720748901367
1575513068.1502788,76,0.5053963661193848
1575513068.15747,77,0.5937449932098389
1575513068.247811,78,0.5059447288513184
1575513068.2722812,79,0.5945754647254944
1575513068.280491,80,0.4656081795692444
1575513068.3732202,81,0.5255005955696106
1575513068.3990662,82,0.4839077293872833
1575513068.405431,83,0.49085676670074463
1575513068.500957,84,0.5254504680633545
1575513068.530316,85,0.47711724042892456
1575513068.5387142,86,0.567828893661499
1575513068.632511,87,0.5386705994606018
1575513068.660628,88,0.45976972579956055
1575513068.669334,89,0.44449466466903687
1575513068.7623758,90,0.5413983464241028
1575513068.788039,91,0.49452534317970276
1575513068.795705,92,0.4392504394054413
1575513068.881948,93,0.5122055411338806
1575513068.907865,94,0.552983820438385
1575513068.914536,95,0.48646560311317444
1575513069.001912,96,0.5040090680122375
1575513069.028058,97,0.5005680918693542
1575513069.035681,98,0.48639819025993347
1575513069.1213078,99,0.49342605471611023
1575513069.1463318,100,0.48673248291015625
1575513069.152629,101,0.6860032677650452
1575513069.238729,102,0.5011080503463745
1575513069.266176,103,0.47350019216537476
1575513069.273199,104,0.45142489671707153
1575513069.358478,105,0.49446842074394226
1575513069.383619,106,0.464388370513916
1575513069.390222,107,0.5053675174713135
1575513069.475848,108,0.5305925011634827
1575513069.505515,109,0.4962051212787628
1575513069.512892,110,0.42935219407081604
1575513069.5993721,111,0.514097273349762
1575513069.6255329,112,0.49753621220588684
1575513069.633903,113,0.500728964805603
1575513069.7214122,114,0.5123464465141296
1575513069.74842,115,0.4766295850276947
1575513069.755965,116,0.4642198979854584
1575513069.840846,117,0.42659613490104675
1575513069.866943,118,0.4990943372249603
1575513069.873846,119,0.5641732215881348
1575513069.96294,120,0.48666927218437195
1575513069.99039,121,0.46307456493377686
1575513069.997495,122,0.46939173340797424
1575513070.08493,123,0.4436277449131012
1575513070.11148,124,0.5255123376846313
1575513070.118622,125,0.3988006114959717
1575513070.2053492,126,0.42806267738342285
1575513070.233077,127,0.5234452486038208
1575513070.2395651,128,0.4635261297225952
1575513070.3385909,129,0.46368712186813354
1575513070.364244,130,0.46332651376724243
1575513070.371694,131,0.43174418807029724
1575513070.4626079,132,0.4740675389766693
1575513070.488108,133,0.46362975239753723
1575513070.495441,134,0.573678195476532
1575513070.583529,135,0.5181213021278381
1575513070.6140192,136,0.4053390622138977
1575513070.6227891,137,0.6141415238380432
1575513070.7101939,138,0.46737024188041687
1575513070.737492,139,0.46860235929489136
1575513070.74457,140,0.5593153238296509
1575513070.832009,141,0.5020220875740051
1575513070.859714,142,0.4660848379135132
1575513070.8676312,143,0.5150271058082581
1575513070.956276,144,0.47575104236602783
1575513070.981504,145,0.4427683651447296
1575513070.988506,146,0.47400763630867004
1575513071.0735621,147,0.49080753326416016
1575513071.09951,148,0.422452837228775
1575513071.105932,149,0.605573296546936
